DatasetName,MonitoringLocationID,MonitoringLocationName,MonitoringLocationLatitude,MonitoringLocationLongitude,MonitoringLocationHorizontalCoordinateReferenceSystem,MonitoringLocationHorizontalAccuracyMeasure,MonitoringLocationHorizontalAccuracyUnit,MonitoringLocationVerticalMeasure,MonitoringLocationVerticalUnit,MonitoringLocationType,ActivityType,ActivityMediaName,ActivityStartDate,ActivityStartTime,ActivityEndDate,ActivityEndTime,ActivityDepthHeightMeasure,ActivityDepthHeightUnit,SampleCollectionEquipmentName,CharacteristicName,MethodSpeciation,ResultSampleFraction,ResultValue,ResultUnit,ResultValueType,ResultDetectionCondition,ResultDetectionQuantitationLimitMeasure,ResultDetectionQuantitationLimitUnit,ResultDetectionQuantitationLimitType,ResultStatusID,ResultComment,ResultAnalyticalMethodID,ResultAnalyticalMethodContext,ResultAnalyticalMethodName,AnalysisStartDate,AnalysisStartTime,AnalysisStartTimeZone,LaboratoryName,LaboratorySampleID
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Browns Flat,Browns Flat,45.468188,-66.123504,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,True color,,Dissolved,8,TCU,Actual,,,,,,,"2020 Color (A,C)",APHA,Single Wavelength Spectrophotometry,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Browns Flat,Browns Flat,45.468188,-66.123504,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Turbidity,,,0.8,NTU,Actual,,,,,,,2130 B,APHA,Nephelometry,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Browns Flat,Browns Flat,45.468188,-66.123504,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Uranium,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.002,mg/l,Lower Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Browns Flat,Browns Flat,45.468188,-66.123504,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Uranium,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.002,mg/L,Lower Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Browns Flat,Browns Flat,45.468188,-66.123504,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Vanadium,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.02,mg/l,Lower Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Browns Flat,Browns Flat,45.468188,-66.123504,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Vanadium,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.02,mg/L,Lower Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Browns Flat,Browns Flat,45.468188,-66.123504,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Zinc,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.02,mg/L,Lower Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Browns Flat,Browns Flat,45.468188,-66.123504,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Zinc,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.02,mg/l,Lower Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Fallsview,Fallsview,45.264094,-66.087035,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,"Alkalinity, total",as CaCO3,Dissolved,85,mg/L,Actual,,,,,,,310.2,USEPA,Methyl Orange Colourimetry,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Fallsview,Fallsview,45.264094,-66.087035,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Aluminum,,Acid Soluble,0.06,mg/L,Actual,,,,,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Fallsview,Fallsview,45.264094,-66.087035,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Ammonia,as N,Unfiltered,,,Actual,Below Detection/Quantification Limit,0.05,mg/l,Lower Reporting Limit,,,4500-NH3 G,APHA,"""Phenate"" Colourimetry",,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Fallsview,Fallsview,45.264094,-66.087035,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Ammonia,as N,Unfiltered,,,Calculated,Below Detection/Quantification Limit,0.001,mg/l,Lower Reporting Limit,,,,,Calculated,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Fallsview,Fallsview,45.264094,-66.087035,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Ammonia,as N,Unfiltered,,,Calculated,Below Detection/Quantification Limit,0.001,mg/L,Lower Reporting Limit,,,,,Calculated,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Fallsview,Fallsview,45.264094,-66.087035,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Ammonia,as N,Unfiltered,,,Actual,Below Detection/Quantification Limit,0.05,mg/L,Lower Reporting Limit,,,4500-NH3 G,APHA,"""Phenate"" Colourimetry",,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Fallsview,Fallsview,45.264094,-66.087035,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Antimony,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.005,mg/L,Lower Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Fallsview,Fallsview,45.264094,-66.087035,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Antimony,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.005,mg/l,Lower Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Fallsview,Fallsview,45.264094,-66.087035,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Arsenic,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.05,mg/L,Lower Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Fallsview,Fallsview,45.264094,-66.087035,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Arsenic,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.05,mg/l,Lower Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Fallsview,Fallsview,45.264094,-66.087035,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Barium,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.05,mg/l,Lower Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Fallsview,Fallsview,45.264094,-66.087035,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Barium,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.05,mg/L,Lower Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Fallsview,Fallsview,45.264094,-66.087035,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Beryllium,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.005,mg/L,Lower Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Fallsview,Fallsview,45.264094,-66.087035,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Beryllium,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.005,mg/l,Lower Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Fallsview,Fallsview,45.264094,-66.087035,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Bicarbonate,as CaCO3,Unspecified,84.6,mg/L,Calculated,,,,,,,,,Calculated,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Fallsview,Fallsview,45.264094,-66.087035,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Bismuth,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.05,mg/l,Lower Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Fallsview,Fallsview,45.264094,-66.087035,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Bismuth,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.05,mg/L,Lower Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Fallsview,Fallsview,45.264094,-66.087035,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Boron,,Acid Soluble,3.13,mg/L,Actual,,,,,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Fallsview,Fallsview,45.264094,-66.087035,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Bromine,,Acid Soluble,41.8,mg/L,Actual,,,,,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Fallsview,Fallsview,45.264094,-66.087035,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Cadmium,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.0005,mg/L,Lower Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Fallsview,Fallsview,45.264094,-66.087035,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Cadmium,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.0005,mg/l,Lower Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Fallsview,Fallsview,45.264094,-66.087035,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Calcium,,Acid Soluble,306,mg/L,Actual,,,,,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Fallsview,Fallsview,45.264094,-66.087035,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Carbonate,as CaCO3,Unfiltered,0.399,mg/L,Calculated,,,,,,,,,Calculated,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Fallsview,Fallsview,45.264094,-66.087035,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Chloride,,Dissolved,12100,mg/L,Actual,,,,,,,4500-CL E,APHA,Ferricyanide Colourimetry,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Fallsview,Fallsview,45.264094,-66.087035,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Chromium,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.05,mg/l,Lower Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Fallsview,Fallsview,45.264094,-66.087035,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Chromium,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.05,mg/L,Lower Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Fallsview,Fallsview,45.264094,-66.087035,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Cobalt,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.005,mg/L,Lower Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Fallsview,Fallsview,45.264094,-66.087035,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Cobalt,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.005,mg/l,Lower Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Fallsview,Fallsview,45.264094,-66.087035,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Conductivity,,Unspecified,43200,uS/cm,Actual,,,,,,,2510 B,APHA,"Conductivity Meter, Pt Electrode",,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Fallsview,Fallsview,45.264094,-66.087035,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Copper,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.05,mg/l,Lower Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Fallsview,Fallsview,45.264094,-66.087035,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Copper,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.05,mg/L,Lower Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Fallsview,Fallsview,45.264094,-66.087035,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Fluoride,,Dissolved,1.35,mg/L,Actual,,,,,,,4500-F- D,APHA,SPADNS Colourimetry,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Fallsview,Fallsview,45.264094,-66.087035,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Inorganic nitrogen (nitrate and nitrite),as N,Unfiltered,,,Actual,Below Detection/Quantification Limit,0.05,mg/l,Lower Reporting Limit,,,4500-NO3 H,APHA,"Hydrazine Red., Derivitization, Colourimetry",,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Fallsview,Fallsview,45.264094,-66.087035,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Inorganic nitrogen (nitrate and nitrite),as N,Unfiltered,,,Actual,Below Detection/Quantification Limit,0.05,mg/L,Lower Reporting Limit,,,4500-NO3 H,APHA,"Hydrazine Red., Derivitization, Colourimetry",,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Fallsview,Fallsview,45.264094,-66.087035,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Iron,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,1,mg/L,Lower Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Fallsview,Fallsview,45.264094,-66.087035,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Iron,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,1,mg/l,Lower Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Fallsview,Fallsview,45.264094,-66.087035,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Kjeldahl nitrogen,as N,Unfiltered,,,Actual,Below Detection/Quantification Limit,0.2,mg/L,Lower Reporting Limit,,,4500-NORG,APHA,"Digestion, phenate colorimetry",,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Fallsview,Fallsview,45.264094,-66.087035,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Kjeldahl nitrogen,as N,Unfiltered,,,Actual,Below Detection/Quantification Limit,0.2,mg/l,Lower Reporting Limit,,,4500-NORG,APHA,"Digestion, phenate colorimetry",,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Fallsview,Fallsview,45.264094,-66.087035,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Lead,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.005,mg/l,Lower Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Fallsview,Fallsview,45.264094,-66.087035,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Lead,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.005,mg/L,Lower Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Fallsview,Fallsview,45.264094,-66.087035,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Lithium,,Acid Soluble,0.115,mg/L,Actual,,,,,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Fallsview,Fallsview,45.264094,-66.087035,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Magnesium,,Acid Soluble,894,mg/L,Actual,,,,,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Fallsview,Fallsview,45.264094,-66.087035,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Manganese,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.05,mg/l,Lower Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Fallsview,Fallsview,45.264094,-66.087035,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Manganese,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.05,mg/L,Lower Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Fallsview,Fallsview,45.264094,-66.087035,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Molybdenum,,Acid Soluble,0.008,mg/L,Actual,,,,,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Fallsview,Fallsview,45.264094,-66.087035,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Nickel,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.05,mg/L,Lower Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Fallsview,Fallsview,45.264094,-66.087035,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Nickel,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.05,mg/l,Lower Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Fallsview,Fallsview,45.264094,-66.087035,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Nitrate,as N,Unfiltered,,,Calculated,Below Detection/Quantification Limit,0.05,mg/L,Lower Reporting Limit,,,,,Calculated,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Fallsview,Fallsview,45.264094,-66.087035,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Nitrate,as N,Unfiltered,,,Calculated,Below Detection/Quantification Limit,0.05,mg/l,Lower Reporting Limit,,,,,Calculated,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Fallsview,Fallsview,45.264094,-66.087035,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Nitrite,as N,Unfiltered,,,Actual,Below Detection/Quantification Limit,0.05,mg/L,Lower Reporting Limit,,,4500-NO2- B,APHA,Ferrous ammonium sulfate Colourimetry,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Fallsview,Fallsview,45.264094,-66.087035,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Nitrite,as N,Unfiltered,,,Actual,Below Detection/Quantification Limit,0.05,mg/l,Lower Reporting Limit,,,4500-NO2- B,APHA,Ferrous ammonium sulfate Colourimetry,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Fallsview,Fallsview,45.264094,-66.087035,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Organic carbon,,Total,3.1,mg/L,Actual,,,,,,,5310 C,APHA,"UV-Persulfate Digestion, NDIR Detection",,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Fallsview,Fallsview,45.264094,-66.087035,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,pH,,Unspecified,7.7,None,Actual,,,,,,,4500-H+ B,APHA,pH Electrode - Electrometric,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Fallsview,Fallsview,45.264094,-66.087035,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Potassium,,Acid Soluble,265,mg/L,Actual,,,,,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Fallsview,Fallsview,45.264094,-66.087035,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Rubidium,,Acid Soluble,0.076,mg/L,Actual,,,,,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Fallsview,Fallsview,45.264094,-66.087035,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Selenium,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.05,mg/l,Lower Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Fallsview,Fallsview,45.264094,-66.087035,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2020-09-27,00:00:00,,,,,Water Bottle,Selenium,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.05,mg/L,Lower Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
